URL,Nom,Type,Departement,Ville,Cap été,Cap hiver,Cheminée,Bois,Eau,Couchage,Rando
Details,cabane du col de carlong,Cabane férmée,Ariège,Rabat-les-Trois-Seigneurs,0,0,,Oui,Oui,,trois seigneurs
Details,cabane d airoto,Cabane ouverte,Catalonia,Alt,12,12,,,,,
Details,refuge du pic de duraneu ou credells,Cabane ouverte,Pyrénées-Orientales,Err,5,0,,,,0,puigmal d err cretes frontalieres
Details,cabane de la jaca de palau,Cabane ouverte,Pyrénées-Orientales,Palau-de-Cerdagne,0,0,,Oui,Oui,0,
Details,cabane de las fites,Cabane ouverte,Catalonia,Gombr,0,0,,Oui,Oui,,cretes frontieres puigmal d err
Details,cabane d urduas ou du lac de louch,Cabane ouverte mais ocupée par le berger l'été,Ariège,Antras,0,4,Oui,,Oui,,pic de la calabasse
Details,orri de l angoustrine,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,2,2,Oui,Oui,Oui,,
Details,cabane de les corones,Cabane ouverte,Pyrénées-Orientales,Valcebollère,4+3,4+3,Oui,Oui,Oui,0 (sol béton),pla de las salinas
Details,cabane du taus de la calabasse,Cabane ouverte,Ariège,Saint-Lary,6,6,,,,,pic de la calabasse
Details,refuge pastoral de sainte leocadie,Cabane ouverte,Pyrénées-Orientales,Sainte-Léocadie,6,6,Oui,Oui,Oui,0,puigmal d err cretes frontalieres
Details,cabane de l estanh long de vilamos,Cabane ouverte,Catalonia,Vilam,2,2,Oui,,,,montlude
Details,cabane hourmigue,Cabane ouverte,Haute-Garonne,Cierp-Gaud,8,8,Oui,Oui,Oui,Oui + grenier.,cap de pouy de hourmigue
Details,cabane d arregatiou,Cabane ouverte,Pyrénées-Atlantique,Laruns,4,4,Oui,Oui,Oui,Bas flancs en mezzanine,tour de l ossau crete du moustarde
Details,refugio d iserias,Cabane ouverte,Aragon,Canfranc,0,0,,,,Non,
Details,cabane de pontet,Cabane ouverte,Catalonia,Vielha e Mijaran,,,Oui,Oui,,mezzanine pour 6 places,tuc port de vielha
Details,cabane du cap de cueu de la coume,Cabane ouverte,Haute-Garonne,Portet-de-Luchon,5,5,Oui,Oui,,,
Details,refuge del cortal d en vidal,Cabane ouverte,Catalonia,Ur,10,10,Oui,Oui,Oui,,las penas altas del moixero
Details,refuge de la coma pedrosa,Refuge gardé toute l'année,Andorre,La Massana,60,4,Oui,Oui,Oui,,pic de la coma pedrosa pic et estanys de baiau medacorba sanfons
Details,cabane du lac d espingo,Cabane férmée,Haute-Garonne,Oô,0,0,Oui,,Oui,Bas flancs,lac glace pic des gourgs blancs
Details,cabane d esquierry 1908m,Cabane ouverte,Haute-Garonne,Oô,0,0 ou 4,Oui,,Oui,,gr10 pic espingo
Details,cabane jasse pratmau,Cabane ouverte,Ariège,Montségur,8,8,Oui,Oui,Oui,deux lits superposés (4 places,saint barthelemy soularac gr de pays etangs truites diables
Details,cabane d arguenos,Cabane ouverte,Haute-Garonne,Arguenos,2,2,Oui,Oui,Oui,,cagire
Details,cabane de plaede,Cabane ouverte,Haute-Garonne,Sengouagnet,5,5,Oui,Oui,Oui,couchage à l,cagire
Details,cabane de pista pekoa,Cabane ouverte,Pyrénées-Atlantique,Larrau,8,8,Oui,Oui,Oui,oui,gorges holzarte
Details,cabane de serralonga,Cabane ouverte,Catalonia,Les,10,10,Oui,Oui,,,tuc des trois courets pic de bacanere traversee vers luchon
Details,refuge de la gola,Cabane ouverte,Catalonia,La Guingueta d',10,10,Oui,Oui,Oui,Dortoir à l'étage,mont rouch pic de ventolao tres estanys
Details,cabane du cap detestes,Cabane férmée,Haute-Pyrénées,Aulon,0,0,,,,,
Details,cabane de la jasse de cizarol,Cabane ouverte,Ariège,Orgeix,3,3,Oui,Oui,Oui,bat-flanc 3 personnes,
Details,cabane de milhas,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,4,4,,,,,
Details,cabane du cirque de la glere,Cabane ouverte,Haute-Garonne,Bagnères-de-Luchon,8,8,Oui,Oui,Oui,,pics sacroux montagnette port de venasque
Details,cabane de la collada de meners,"Orri, Toue, abri en pierre",Andorre,Canillo,4,4,,,,non,serrere estanyo
Details,font frede,Cabane ouverte,Catalonia,Queralbs,,,Oui,Oui,Oui,6 COUCHAGES ENVIRON + TABLE ET,flassa au dessus de serdinya sentier qui longe la piste vers refuge roquefumade carrieres du roc vermeil crete piste a gauche le ruines peyro monter atravers les ruines refuge font frede pousser un peu plus haut vers un beau plateau descendre vers col diagre a gauche piste 1 4hpuis a droite sentiers au dessus de jujols vers le depart environ 15km les 3 4 en sentier
Details,cabane yerse espadre,Cabane ouverte,Pyrénées-Atlantique,Asson,12,12,Oui,Oui,Oui,7 matelas,
Details,refuge de usabas,Cabane ouverte,Aragon,Biescas,8,8,Oui,,Oui,non,versant sud de la sierra de la partacua telera coron del mallo penas gabacha zarrambucho retona cueva de zarrambucho
Details,refuge d egurguy,Cabane ouverte,Navarre,Orbaitzeta,15,15,Oui,Oui,Oui,,sur le hrp
Details,refuge de roquefumada,Cabane ouverte,Pyrénées-Orientales,Serdinya,4,4,Oui,Oui,Oui,oui,boucle de jujolsmaison des eaux et forets dont la partie principale est fermee le bout de la batisse a droite est ouvert avec cheminee couchage 4 personnes bois et eau a proximite endroit propre lors de mon passage
Details,refuge casot del guard,Cabane ouverte,Pyrénées-Orientales,Laroque-des-Albères,2,2,Oui,Oui,Oui,non,col de l
Details,cabane taus du valier,Cabane ouverte,Ariège,Bethmale,8,8,Oui,,Oui,4 en bas et 4 en haut,gr10 valier par col de pecouchcol de craberouscabane des espuguesetangs de milouga et de crusousporte de tremoul
Details,refuge ues de la molina pere carne,Cabane ouverte,Catalonia,Alp,50,0,,,,,tossa d alp 2 531 m penyes altes de moixero 2 260 m comabona 2 547 m
Details,cabane d en dela,Cabane ouverte,Ariège,Orlu,2,2,Oui,,Oui,2 lits superposés en mousse so,portella gran lac des bouillouses pics de la coumette et gran porteille
Details,refuge des vigourats,Cabane ouverte,Pyrénées-Orientales,Corsavy,5,5,Oui,Oui,,"ciments, 5 places",gr10 tour de batere
Details,orri de la llipodere,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Casteil,6,6,Oui,Oui,Oui,0,canigou pla guillem
Details,orri dels clots,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Py,0,0,,Oui,Oui,Non,haute vallee de la rotja
Details,el cubo,Cabane ouverte,Navarre,Ochagav,11,11,Oui,Oui,Oui,,
Details,cal pelo,Cabane ouverte,Navarre,Ochagav,8,8,Oui,,,,
Details,cabane trinque,Cabane ouverte,Ariège,Bordes-Uchentein,5,5,Oui,,Oui,Bas flancs,transfrontaliere pic de barlonguere etangs de la montagnette pic de cornave
Details,cabane riu dels orris,Cabane ouverte,Andorre,Escaldes-Engordany,6,6,Oui,Oui,Oui,,gr11 pic portella
Details,cabane arcalis ou pleta castellar,Cabane ouverte,Andorre,Ordino,4,4,Oui,,,bat-flanc pour 4 personnes,pic font blanca hrp
Details,cabane isarges,Cabane ouverte,Ariège,Aston,0,0,,,,,
Details,cabane bousadus du bas,Cabane ouverte,Ariège,Artigues,4,4,Oui,Oui,Oui,matelas en mousse + sommier mé,pics de camisette roc blanc par vallon barbouillere
Details,cabane de larreix,Cabane ouverte,Haute-Garonne,Sengouagnet,0,10,Oui,Oui,Oui,,cagire
Details,lluis estasen pedraforca,"Refuge gardé l'été, partie hivernal",Catalonia,Saldes,90,0,,,,,pedraforca 2 497 m
Details,cabane de coussitirou,Cabane férmée,Haute-Pyrénées,Aulon,0,0,,Oui,Oui,,
Details,refuge de secus,Cabane ouverte,Aragon,Valle de Hecho,5,5,Oui,,Oui,non,bisaurin castillo de acher
Details,cabane sola,Cabane ouverte,Pyrénées-Orientales,Angoustrine-Villeneuve-des-Escaldes,6,6,Oui,,Oui,4 places haut + 2 bas,
Details,abri de gaudu,Cabane ouverte,Ariège,Orlu,0,0,,,,,en beys pic peric gr7
Details,refuge montmalus,Cabane ouverte,Andorre,Encamp,10,10,Oui,,,,pic de montmalus 2774m estany de l
Details,ulldeter,Cabane ouverte,Catalonia,Setcases,51,6,,,,,gra de fajol 2 708 m bastiments 2 881 m l
Details,cabane de la larri,Cabane ouverte,Aragon,Bielsa,8,8,Oui,Oui,Oui,pas de bas flanc,pineta lacs de la munia gr11
Details,cabane de conques,Cabane ouverte,Haute-Pyrénées,Beaudéan,5,5,Oui,,Oui,un grand bas flanc en bois,
Details,cabane de la estiva,Cabane ouverte,Aragon,Bielsa,4,4,Oui,,Oui,Mezanine en planches,pic comodoto gr11 variante hrp
Details,refuge de lancise,Cabane ouverte,Aude,Comus,,,Oui,Oui,,,
Details,cabane plat de gats,Cabane ouverte,Haute-Pyrénées,Campan,,,,Oui,Oui,,lac de montarrouye boucle de la gaoube
Details,cabane de sallena ou aux epinards sauvages,Cabane ouverte,Aragon,Gista,3,3,Oui,,Oui,Non,hrp gr11 port de plan et paso de caballos
Details,refuge de la porteille de rotja,Cabane ouverte,Pyrénées-Orientales,Prats-de-Mollo-la-Preste,10,10,,,,,hrp costabonne pla guillem
Details,cabane des triadors,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Dorres,0,0,,,,0,desert du carlit
Details,courtaou d ordincede,Cabane ouverte,Haute-Pyrénées,Campan,2,2,,,,,soum ara casque de lheris
Details,abri du chanquias,Cabane ouverte,Haute-Pyrénées,Asté,4,4,,,,,soum ara et casque de lheris
Details,cabane du lac de montarrouye,Cabane ouverte,Haute-Pyrénées,Ancizan,6,6,,,Oui,6 lits avec matelas,pics aulon cettiou montarrouye
Details,abri du lac de l i,"Orri, Toue, abri en pierre",Haute-Pyrénées,Bagnères-de-Bigorre,0,0,,,,,col de couradette pic cettiou
Details,auberge du maillet,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,32,,,,,,
Details,abris du plaa d escoueste,Cabane ouverte,Pyrénées-Atlantique,Lescun,2,2,,Oui,,,cirque d ansabere
Details,cabane pale grande,Ruine,Haute-Garonne,Melles,0,0,,,,,
Details,refuge du prat long,Cabane ouverte,Haute-Garonne,Castillon-de-Larboust,5,5,Oui,Oui,Oui,"Oui, voir photos.",maupas tusse de maupas lacs vert et bleu
Details,cabane vielle,Ruine,Ariège,Sentein,0,0,,,,,rien
Details,cabane de banios,Cabane ouverte,Haute-Pyrénées,Asté,6,6,Oui,Oui,,,soum ara et casque de lheris
Details,cabane estables,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Orientales,Prats-de-Mollo-la-Preste,0,8,Oui,Oui,Oui,,pic des sept hommes puig dels tres vents
Details,cabane turmes troumas,Cabane ouverte mais ocupée par le berger l'été,Ariège,Antras,6,6,Oui,Oui,,,col auarde pic calabasse
Details,cabane de loze,Cabane ouverte,Ariège,Antras,3,3,Oui,Oui,,,calabasse pic de piel de mil
Details,cabane de peyre nere,Ruine,Ariège,Saint-Lary,0,0,,,,,pic calabasse etang d arraing
Details,cabane de la plagne,Cabane ouverte,Haute-Pyrénées,Saint-Lary-Soulan,2,2,,,Oui,bas-flanc en bois sans matelas,
Details,cabane de crambots,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Bielle,3,3,,Oui,,,mailh massibe
Details,cabane des pugues,Cabane ouverte,Ariège,Antras,2,2,,,Oui,,etang arraing calabasse
Details,cabane de caderolles,Cabane férmée,Haute-Pyrénées,Bagnères-de-Bigorre,0,0,,,,,campana de cloutou bastan
Details,comes de rubio,"Refuge gardé l'été, partie hivernal",Catalonia,Soriguera,50,5,Oui,Oui,Oui,non,torreta de l orri paradis de la raquette nombreux circuiots
Details,cabane de bazet,Cabane ouverte,Ariège,Saint-Lary,3,3,Oui,Oui,Oui,3 couchages sur lit de camps p,le puech cap de gauch
Details,abri de l etang glace du mont perdu,"Orri, Toue, abri en pierre",Aragon,Fanlo,2,2,,,Oui,néant,mont perdu cylindre de marbore pic de marbore
Details,refuge de tabernes,Cabane ouverte,Aragon,Gista,30,30,Oui,Oui,Oui,non mais 4 ou 5 matelas en mou,bachimala le batoua la pena blanca ou le port de la pez
Details,cabane de la curadere,Cabane ouverte,Haute-Pyrénées,Arras-en-Lavedan,6,6,,Oui,Oui,,
Details,cabane de l oule,Cabane ouverte,Haute-Pyrénées,Vielle-Aure,1,1,Oui,,Oui,non,tour lac de l oule
Details,refuge du barrage de ip,Cabane ouverte,Aragon,Canfranc,15/20,15/20,,,,,lac d ip
Details,cabane del cubilar de la espata collarada,Cabane ouverte mais ocupée par le berger l'été,Aragon,Villan,0,0,Oui,,Oui,,
Details,cabane loubere,Cabane ouverte,Ariège,Saint-Lary,4,4,Oui,,Oui,Lit métallique,pic de la calabasse
Details,cabane banyell planells de rialp,Cabane ouverte,Andorre,Ordino,4,4,,,Oui,En fait 3 cabanes plutôt rusti,
Details,cabane de lauzate ou du mt fourcat,Cabane ouverte mais ocupée par le berger l'été,Ariège,Cazenave-Serres-et-Allens,6,10,,,,bat-flanc 6 places avec matela,mont fourcat tour du massif de tabe
Details,cabane de berger du mt fourcat,Cabane ouverte mais ocupée par le berger l'été,Ariège,Cazenave-Serres-et-Allens,2,2,Oui,,Oui,pour 2 personnes,mt fourcat
Details,cabana foratarruego,Cabane ouverte,Aragon,Pu,2,2,Oui,Oui,,2,tres marias
Details,refuge de labassa cerbillonar,Cabane ouverte,Aragon,Torla-Ordesa,3,3,Oui,,Oui,non,
Details,cabana de ordiso del vado,Cabane ouverte,Aragon,Torla-Ordesa,3,3,Oui,Oui,Oui,,
Details,cabane de hontau,Cabane ouverte,Haute-Garonne,Portet-d'Aspet,4,4,Oui,Oui,Oui,4 matelas,puech paloumere
Details,cabane de la coumeda,Cabane ouverte,Ariège,Sentein,6,6,Oui,,Oui,plancher étage,mauberme
Details,orri de quioules,"Orri, Toue, abri en pierre",Ariège,Aston,2,2,,,Oui,,
Details,cabane de la rebenne,Cabane ouverte,Ariège,Aston,4,4,,,,,
Details,refuge borda de sorteny,"Refuge gardé l'été, partie hivernal",Andorre,Ordino,50,8,,,,,pics de l estanyo et de la serrera
Details,cabane courbet,Cabane ouverte,Haute-Pyrénées,Beaudéan,0,0,,Oui,Oui,,
Details,cabane melloux,Cabane ouverte,Haute-Garonne,Melles,6,6,Oui,Oui,Oui,,pic de crabere
Details,cabane de bonrepos,Cabane ouverte,Ariège,Ustou,3,3,,,Oui,3/4 places,col de l aliot certescan cabane de marterat
Details,cabane de la taula,Cabane ouverte,Ariège,Montferrier,4,4,Oui,,,1x4 lits superposés,massif de tabe
Details,abri de coll roig,Cabane ouverte,Pyrénées-Orientales,Dorres,2,2,Oui,,Oui,2,carlit coll roig
Details,cabane de prat moussu,Cabane ouverte,Ariège,Montferrier,4,4,Oui,Oui,Oui,En cours de rénovation et exte,mont fourcat gr de pays tour du massif de tabe
Details,cabane de cueou,Cabane ouverte,Haute-Garonne,Sode,4,4,Oui,Oui,,,tuc poujastou
Details,cabane jaca de llosa,Cabane ouverte,Pyrénées-Orientales,Fontrabiouse,3,3,,Oui,Oui,Bas flanc 3 places,vall de galba estanys de la portella d orlu camporells
Details,orri de las fouzes,"Orri, Toue, abri en pierre",Catalonia,Naut Aran,2,2,,,,,
Details,cabane bretounels,Cabane ouverte,Ariège,Luzenac,6,6,Oui,Oui,Oui,Bas flancs,
Details,cabane de urets,Cabane ouverte,Ariège,Sentein,8,8,Oui,,Oui,Bas flancs,mauberme mail de bulard pic de l homme
Details,refuge de la trapa del mirador,Cabane ouverte,Aragon,Villan,4,4,Oui,Oui,,Matelas sales ou sol (béton),collarada
Details,canfranc refugio,Cabane ouverte,Aragon,Canfranc,124,0,,,,,
Details,l atalaya,Refuge gardé toute l'année,Aragon,Torla-Ordesa,31,31,,,,,
Details,refugio riguelo,Cabane ouverte,Aragon,A,2,2,Oui,oui,,Non,
Details,albergue de sin,Refuge gardé toute l'année,Aragon,Tella-Sin,30,0,,,,,
Details,albergue pajaro loco,Refuge gardé toute l'année,Aragon,Castej,40,0,,,,,
Details,gite can cortina,Cabane ouverte,Catalonia,Josa i Tuix,50,0,,,,,pico del cadi 2 567 m
Details,cabane de roumingau,Cabane ouverte,Haute-Garonne,Bagnères-de-Luchon,0,0,,,,,entecade pouylane escalette
Details,cabane del serrat de la barracota,Cabane ouverte,Andorre,Escaldes-Engordany,,,,Oui,,,
Details,orri de prat barat,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Py,3,3,Oui,Oui,Oui,3 niveaux de couchage,le cirque de la haute vallee de la rotja
Details,cabane del suel de baixada,Cabane ouverte,Aragon,Plan,4,4,Oui,Oui,Oui,sommiers métalliques,sierra de chia collado de sahun collado de l ibon
Details,cabane arrodets,Cabane ouverte,Haute-Pyrénées,Bagnères-de-Bigorre,1 ou 2,1 ou 2,Oui,Oui,Oui,1,montaigucol de tos
Details,refuge cec de la molina,Cabane ouverte,Catalonia,Alp,180,0,,,,,tossa d alp 2 531 m penyes altes de moixero 2 260 m comabona 2 547 m
Details,refuge de rebost,Cabane ouverte,Catalonia,Bag,70,0,,,,,tossa d alp o pedro dels quatre batlles 2 531 m penyes altes de moixero 2 260 m i puigllancada 2 406 m
Details,rasos de peguera,Cabane ouverte,Catalonia,Castellar del Riu,50,0,,,,,peguera 1 989 m el pedro 2 067 m serra d ensija 2 307 m
Details,xalet refugi la basseta,Cabane ouverte,Catalonia,Montferrer i Castellb,93,93,,,,,torreta de l orri 2 439 m turo roc roi 2 019 m
Details,chalet de la clau,Cabane ouverte,Ariège,Aston,0,0,,,,,
Details,cabane du pas du gai,Ruine,Ariège,Lordat,0,0,,,,,st barthelemy
Details,cabane de courtalis,Cabane ouverte,Ariège,Ustou,,,,,,,
Details,cabane d aouen,Cabane ouverte,Ariège,Bordes-Uchentein,4,4,Oui,Oui,Oui,oui 2 dans la petite pièce,gr10 valier
Details,toue de larribet,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,6,6,,,,bas flanc en bois,
Details,cabane de plan de naut,Cabane ouverte,Catalonia,Vielha e Mijaran,2,2,Oui,Oui,,,tuc guilhem
Details,cabane deth vaquer de saplan,Cabane ouverte,Catalonia,Bausen,4,4,Oui,,,,bacanere
Details,cabane de branya,Cabane ouverte,Catalonia,Les,,,,Oui,,,montlude
Details,refuge dets forquets,Cabane ouverte,Pyrénées-Orientales,Prats-de-Mollo-la-Preste,0,0,,,,,
Details,cabane orri vieil,Cabane ouverte,Ariège,Orlu,0,0,,,,,
Details,cabane de l artigue col d esponne,Cabane ouverte,Haute-Garonne,Boutx,6+3,6+3,Oui,Oui,Oui,non,
Details,cabane de basello bacello,Cabane ouverte,Catalonia,Alins,4,4,,Oui,,,hrp
Details,cabane edf de badet,Cabane ouverte,Haute-Pyrénées,Sazos,,,,,,,
Details,artigole de bulan,Cabane ouverte,Haute-Pyrénées,Asté,,,Oui,,,,
Details,cabane de bedeillere,Cabane ouverte,Ariège,Mijanès,0,0,,Oui,,,raid hiver tarbezou
Details,toue de cetira,"Orri, Toue, abri en pierre",Haute-Pyrénées,Estaing,0,0,,,,,grand barbat bernard barrau
Details,cabane de jezeau,Cabane ouverte,Haute-Pyrénées,Jézeau,,,,,,,montagne d areng
Details,cabane de mouscade,Cabane férmée,Haute-Garonne,Gouaux-de-Luchon,0,0,Oui,,Oui,,pic burat bacanere
Details,abri de l etang de dessus,"Orri, Toue, abri en pierre",Haute-Garonne,Gouaux-de-Luchon,2,,,,,,pic burat
Details,cabane du tucoulet,Cabane ouverte,Haute-Garonne,Marignac,2,2,Oui,Oui,,,pic burat gr tour de cagire burat
Details,courtaou de artigualeou,Cabane ouverte,Haute-Pyrénées,Esparros,12,12,Oui,Oui,,non,signal de bassia
Details,cabane de groutte,Cabane ouverte,Haute-Pyrénées,Gavarnie-Gèdre,3,3,,,,,
Details,cabane du lheris,Cabane ouverte,Haute-Pyrénées,Asté,6,6,Oui,Oui,Oui,,casque du lheris soum de hara
Details,refuge d estom,Refuge gardé toute l'année,Haute-Pyrénées,Cauterets,20,0,,,,,lac glace
Details,cabane de lita,Cabane ouverte,Haute-Pyrénées,Campan,2,2,,,,,pic d aulon face n
Details,cabane laga de haut,Cabane ouverte,Haute-Pyrénées,Sarrancolin,,,,,,,
Details,cabane bentaillou,Cabane ouverte,Ariège,Sentein,5,5,,,Oui,,tour en vtt eylie bentaillou araing frechendech
Details,cabane de barestet,Cabane férmée,Ariège,Saint-Lary,0,4,,Oui,Oui,2 lits superposés fer avec mat,calabasse cap de gauch
Details,refugi roca de pimes,Cabane ouverte,Andorre,Sant Julià de Lòria,6,6,,,,6 places sur bas- flanc métali,
Details,cabane lee,Cabane ouverte,Ariège,Arrien-en-Bethmale,8,4,Oui,Oui,Oui,lit superposé sur matelas + co,pic du midi de bordes
Details,cabane dedor,Cabane ouverte,Ariège,Lassur,0,0,,,,,
Details,cabane de pouey caut,Cabane ouverte,Haute-Pyrénées,Cauterets,4,4,Oui,Oui,Oui,Bas flancs,le vignemale
Details,hospice du rioumajou,Cabane ouverte,Haute-Pyrénées,Saint-Lary-Soulan,0,4,,,,Rien,hrp pic batoua port d ourdissetou
Details,refugi estanys de la pera,Refuge gardé toute l'année,Catalonia,Lles de Cerdanya,36,36,,,,,tossa plana de lles 2 916 m la muga 2 860 m perafita 2 756 m monturull 2 761 m gr11 10
Details,engorgs joaquim folch i girona ou d engorgs,Cabane ouverte,Catalonia,Meranges,12,12 (a confirmer l,Oui,Oui,Oui,en bois sur 3 niveaux (4 matel,puig pedros 2 911 m roc colom 2 661 m engorgs 2 815 m les etangs du cirque
Details,cabane d aygue rouye,Cabane ouverte,Haute-Pyrénées,Campan,3,3,non,non,Oui,isolation goudronnée,la montagnette circuit lac de binaros
Details,refuge chioula,"Refuge gardé l'été, partie hivernal",Ariège,Ignaux,25,25,Oui,Oui,,,gr 107
Details,refuge de larribet,"Refuge gardé l'été, partie hivernal",Haute-Pyrénées,Arrens-Marsous,60,19,Oui,Oui,Oui,couchettes individuelles,lacs de micoulau balaitous tour des 3 refuges larribet arremoulit miguelou hrp lacs de batcrabere
Details,mata negra,Cabane ouverte,Pyrénées-Orientales,Dorres,0,2 + (3 au sol),Oui,Oui,Oui,1 lit bois (matelas mousse 2 p,crete du coll roig
Details,cabane du besset du haut,Cabane ouverte,Ariège,Aston,3,3,,,,non,gr10 pla du moncamp pla du four en raquettes ou en vtt
Details,refuge maupas lhm,Cabane ouverte,Haute-Garonne,Castillon-de-Larboust,0,0,,,,,pic maupas
Details,refuge furcunfiecho ou del puerto de biescas,Cabane ouverte,Aragon,Biescas,11,10,Oui,Oui,Oui,,punta balposata burrambalo et versant sud de la partacua corona del mallo telera
Details,refuge du portillon jean arlaud,"Refuge gardé l'été, partie hivernal",Haute-Garonne,Oô,80,32,,,,dortoirs 20 personnes avec mat,tous les 3000m du luchonnais hrp
Details,cabane de couyassales,,Pyrénées-Atlantique,Sarrance,,,,,,,col d aran
Details,cabane de tousset,Cabane férmée,Pyrénées-Atlantique,Sarrance,,,,,,,col d aran
Details,cabane de cardouet,Cabane férmée,Pyrénées-Atlantique,Sarrance,0,2,,Oui,Oui,,col d aran
Details,cayolar anaye coum,,Pyrénées-Atlantique,Lescun,,2,,,Oui,,table des trois rois
Details,abri de cour vic,,Ariège,Seix,,,,,,,gr10 cour vic
Details,mallata puertolas,Ruine,Aragon,Fanlo,0,0,,,,non,mondoto
Details,cabane pastorale la balmeta nouvelle,Cabane férmée,Pyrénées-Orientales,Les Angles,0,0,,Oui,Oui,,les bouillousses camporells
Details,refuge faja pelay,Cabane ouverte,Aragon,Torla-Ordesa,,,,,,,faja pelay cola de caballo
Details,cabane de berger du port de salau,Cabane férmée,Ariège,Couflens,,,,,,,
Details,cabana deth horcalh,Cabane ouverte,Catalonia,Naut Aran,4,4,Oui,Oui,Oui,,camino de la liberta
Details,fonfrede,,Catalonia,Queralbs,5,5,Oui,Oui,Oui,oui,coronat
Details,cabane de pardiac,Cabane ouverte,Haute-Garonne,Cazeaux-de-Larboust,4,4,Oui,Oui,,,
Details,cabane dous boues de peyrelue,Cabane ouverte mais ocupée par le berger l'été,Pyrénées-Atlantique,Laruns,,,,,Oui,,pic de peyrelue
Details,cabane de peyrelue,,Pyrénées-Atlantique,Laruns,,,,,,,pic de peyrelue
Details,cabane de tourmont,,Pyrénées-Atlantique,Laruns,,,,,,,
Details,abri sous roche de greziolles,"Orri, Toue, abri en pierre",Haute-Pyrénées,Bagnères-de-Bigorre,3,0,,Oui,Oui,0,
Details,abri pastoral artigues de en cases,,Pyrénées-Orientales,Prats-de-Mollo-la-Preste,8,8,Oui,Oui,,,la tour de mir le piege a ours
Details,quebot d isabe,Ruine,Pyrénées-Atlantique,Laruns,1,1,,Oui,,Non,lac d isabepic de sesques
Details,quebe de moundelhs,"Orri, Toue, abri en pierre",Pyrénées-Atlantique,Laruns,2,2,,Oui,Oui,Oui en bois,breche de moundelhs
Details,cabane pastorale du gourgot,,Ariège,Appy,0,0,,,,Non,saint barthelemy etang d appy
Details,mallata sase,Cabane ouverte,Aragon,Fanlo,,,,,,,
Details,marmitou,,Pyrénées-Atlantique,Lescun,2,2,Oui,Oui,Oui,,table des trois rois
Details,refuge de font frede,Cabane ouverte,Pyrénées-Orientales,Jujols,6,6,Oui,Oui,Oui,,boucle jujols flassa au dessus de serdinya sentier qui longe la piste vers refuge roquefumade carrieres du roc vermeil crete piste a gauche le ruines peyro monter atravers les ruines refuge font frede pousser un peu plus haut vers un beau plateau descendre vers col diagre a gauche piste 1 4hpuis a droite sentiers au dessus de jujols vers le depart environ 15km les 3 4 en sentier
Details,refuge des estagnols,Cabane ouverte,Pyrénées-Orientales,Sansa,12,12,Oui,Oui,,,le madres roc negre pic de la pelade
Details,orri du pla de l orri,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Sansa,,,,,,,
Details,orri de rande,"Orri, Toue, abri en pierre",Pyrénées-Orientales,Casteil,,,,Oui,,,
Details,cabane de labatiadere,Cabane férmée,Haute-Pyrénées,Azet,0,0,,,,,
Details,cabane de cayrol,Cabane ouverte,Ariège,Ascou,0,0,Oui,Oui,Oui,0,
Details,cabane route du col du pradel,Cabane férmée,Ariège,Ascou,0,0,Oui,Oui,,,
Details,cabane du col de pradel,Cabane ouverte,Aude,La Fajolle,,6,Oui,Oui,,0,pic de serembarre roc de quercourt picou rendoulliere
Details,cabane de douly,,Haute-Pyrénées,Ferrère,0,2,Oui,Oui,Oui,,
Details,cabane de pourgue,Cabane ouverte,Haute-Pyrénées,Arrens-Marsous,,,,,,,vallon de pourgue crete de can dessus decrit dans le magasine respyr n87
Details,cabane de tourrugue,Cabane ouverte,Aude,Mazuby,10,10,,Oui,,non,pic d ourtiset pic de bentaillole
Details,cabana de gessa,Cabane ouverte,Catalonia,Naut Aran,,,,,,non,
Details,cabane du turon de bene,Cabane ouverte,Haute-Pyrénées,Arcizans-Avant,?,4,,,,"Non, couchage au sol ou sur le",turon de bene pic arraille pic du cabaliros
Details,herraou,Cabane férmée,Haute-Pyrénées,Bagnères-de-Bigorre,0,0,,,,,
Details,otin ruines,Ruine,Aragon,Bierge,0,0,,,Oui,non,
Details,cabane de litourneau,Ruine,Ariège,Bordes-Uchentein,0,0,,Oui,Oui,,gr 10
Details,obsevatorio de aves,Cabane ouverte,Aragon,Pu,10,10,,,,non,acces pieton interdit a l ouest de la piste entre barranco del brocal et barranco forca martin
Details,mallata torroquello,Ruine,Aragon,Fanlo,0,0,,,,,
Details,refugio dera ripera,Cabane ouverte mais ocupée par le berger l'été,Aragon,Panticosa,0,6?,Oui,,,,
Details,cabana de brazato,Cabane ouverte,Aragon,Panticosa,0,0,,,Oui,,
